target,source,time,week,comment
37,71,20170323,7,"Hi Lui. Thank you for your explanation on Similarity measures. ??How does computer view things??? is a fascinating topic. Computer sees things differently from human being as digital cognition is completely opposite to human cognition. Human agents start from embodiment to abstraction whilst digital agents start from abstraction to embodiment. Computer tends to apply mathematics like vector space model and cosine similarity to differentiate 2 objects. Honestly, it??s a clever way to do so, but I think the key challenge is that how to set up the parameters. In the smiling face case, the parameters are the curvature of month and eyes. But what if I want to write an algo to differentiate human being and animals? The parameters could be the number of legs, hands and the size of body. But under these three parameters, monkey is very likely to be classified as human being which is not true. What I want to bring up from this example is that, the parameters are required to be set carefully, otherwise, the computer would not be able to differentiate similar objects."
24,71,20170324,7,"Thank you for your sharing. It??s nice to see you associate AI with the concept we learnt in class. As our world is getting more and more digitalized, it is expected that the boundaries of physical information, semantic information and digital information will fade out. Digital information can be semantic information at the same time. For example, the IP address your computer. It??s a string of number, which is a piece of semantic information. But at the same time, it is a piece of digital information and it can be entered into some software and be translated into a location in a domain."
5,71,20170324,7,"Edward, thank you for your sharing regarding the use of visual information and it is inspiring. Generally speaking, I think visual information is more intuitive and easier to grasp. It allows us to work with the concepts symbolically. To name just a few, we use a camera icon rather than the word ??Camera?? to represent the photo taking function in iPhone; we use a timer icon instead of the word ??timer?? to show the time counting function.Due to the intuitive nature of the visual information, pictures are widely used in social media to share message. The existence of social media actually speeds up the picture spreading process. A 9gag picture can be shared a million times within a day through facebook. Visual information makes the idea exchange easier and faster in social network."
70,71,20170324,7,"Hey Ken, this is the first blog I read which associates digital environment with programming education. You mentioned the well-defined tag name from ??HTML Element Reference?? as you think that may help junior programmer to learner. I partly agree with that as the definition of the tag is clear and can be easily applied. But I have another idea, could we use icon to program? Say we put a book icon at the beginning of program to replace ??# include dictionary??. Would it be even more intuitive and easy to understand? Haha From Chapter 6 of the course, we learnt that graphic information is also semantic and it??s easier to grasp. Writing programme by using icon/ symbols could be easy and fun. I??m looking forward to the icon programming! LOL"
70,71,20170324,7,"Ken, I can tell that you take this course incredibly serious. This is the first blog post you wrote in this course and you mentioned the concept ??information seeking??. I??m surprised as it??s a concept in chapter 8.I would like to add one point here explaining the concept ??Information seeking??. Human being seeks information in a similar way as other animals forage for food. The Information Foraging Theory states that people will modify their strategies or the structure of the environment to maximize their rate of gaining valuable information.So what??s your strategy to maximize the information you receive in this course?"
70,71,20170324,7,"Ken, I appreciate that you applied what you learnt in the class on a new subject: Human-Robert interaction. I agree with you that human being is likely to treat the robot as another human being. Let??s think about, if you buy a AI robot in the future, would you spend time to train it up or you want it to serve you well without any training? Of course, you want it ready to serve once you buy it. Human being is satisficing, we act based on the most obvious information available and with little concentration possible. The UX designers play an important role to make a robot easier to use."
46,71,20170324,7,"Mercus, the content we learnt in week 7 and 8 is so interesting. I??m not surprised when know there??s something called human cognition but it??s a bit of shock to know digital agents have their digital cognition. Although human cognition and digital cognition are both cognition, they process in a complete different ways. Human agents go all the way up from embodiment to abstraction while digital agents go all the way down from abstraction to embodiment.Also, I find the cosine similarity approach is fascinating! I??ve never thought of smiling faces could be expressed by vectors! This approach can be used to solve different problems. I was wondering Veriguide may use similar measures to detect plagiarism haha"
74,71,20170324,7,"Sze, thanks for your insightful opinion. You spoke my mind, really. Let??s take a close look at what information engineer do. We write apps as we believe that apps make people??s lives easier; we took product design course as we need to develop our design mindsets, which help us to produce sensible and functional products to solve our client??s needs. At the end of the day, we are here to apply technologies to serve people??s need. At the information era, information is everywhere. Making good use of these information can improve our living standard. The key question is how should we apply the information and make it more accessible to human being? This course is made to answer the question. By carrying out sentiment analysis and social network analysis, I believe that we will have a better understanding on how those information is generated and the implication behind it. More importantly, we??d be able to understand how information in social network pose impact in our real lives."
8,71,20170324,7,"Hi Alex, thanks you for analysis. I think another great differences between machine and human being are creativity and visualization. Let me put in this way, if I ask you to describe your dream room immediately, I think there will be a picture pop up in your mind and you can describe it to me verbally. But what if I ask the same question to an AI? It probably can't come up with any dream room design. Designing or imagining a dream room requires perception cognition experience, which is difficult to a computer. What a computer can do is playing vectors. So if we really want a computer to design a room for us, we can offer a set of vectors representing different furniture and let the computer combine the vectors to form a room for us."
8,71,20170324,7,"Information entropy is quite a new concept to me. I??ve never thought the information content can be measured. For the same piece of information, it has different amount of information content depending on who is reading the information. The more you know about the subject before reading that piece of information, the lower the content of that piece of information is to you. The information entropy of a piece of information is not universal but vary from different viewers."
12,56,20170323,7,Machine learning is an interesting and definitely one of the biggest innovation in our generation. Last year Google??s AlphaGo let the world know the power of machine learning. I can??t wait to see more advancement in this area.
12,56,20170324,7,Human interaction is definitely an interesting topic to discuss more on. The way that we can understand different classmates ideas is very useful. Great article!
12,56,20170324,7,"There are definitely some risks using social media. Everyone can share news and they spread quickly. But there is no good measures to verify these information. And therefore people with bad intention can spread frauds and fake news with social media, causing public panic and other side effects."
12,56,20170324,7,"Yes indeed once we agree on the policy terms on various sites like Fcaebook, it is very likely that we agreed on allowing these sites to collect our data including surfing habits. Recommendations can be convenient but we should always be vigilant on protecting our privacy."
29,56,20170324,7,That is a very interesting point that users reaction and interaction contributes on building websites.
29,56,20170324,7,Good points made in the article. The fact that people are still rely on the most instinctive way of communication which is verbal communication. We still talk to people face-to-face and by phone. Maybe social media let us have some alternatives to communicate but the old way is still irreplaceable.
16,56,20170324,7,I think recommends are computed by collecting user??s surfing history. Users gain some kinds of convenience by receiving some more personally interested information but at the cost of privacy exposed to these websites.
69,56,20170324,7,"Naive Bayes Test Classification is still the simplest and one of the best method to use despite its flaw. The reasons behind is that the algorithm is so simple to understand and apply in most situations. As for your examples on combined words and becoming a negative results, i.e. you like A and B but you don??t like A and B together, I think using exceptions can be an easy way to solve such problem."
69,56,20170324,7,"I love the reference of the gay marriage profile picture phenomenum which swept Facebook with a flood of rainbow colours. So informations spread instantly on social media and with that people are willingly share their thoughts and opinions, social interactions are becoming so complicated and a sophisticated subject these day."
69,56,20170324,7,"I love that lecture letting us going outside and do something different. Taking pictures and learning the subject of context is a very interactive and fun process. From ourselves, the agent, to discover the objects around us. This is just a good kind of lecture activities."
69,56,20170324,7,"UX is definitely a huge part of any apps and websites these days. From the responsivenes or the layout??s aesthetics, users are going to continue using the app or not by these instinctive criteria. Like Apple??s iOS is the prime example of easy to use and great UX, even elderly people who hasn??t use a computer could easily adapt to that because of good UX design."
3,56,20170324,7,The first I think of with NLP is Apple??s Siri. It??s not the first voice AI ever but the first to be fully function and sounds natural. Why? Because Siri is using NLP and other linguistic analytics to understand human speech. And NLP;s usage in healthcare could be the next big thing in the medical world. I am looking forward to the advancement in NLP and its application on various fields.
3,56,20170324,7,"That is a new kind of interpretation of information. But can information be consumed and used like energy? I think it can, that's why information analytics is all about. The recommend section of Facebook and internet ads make use of your online habit to provide the content most suited for you. As such, I kind of agree with you. Great article."
3,56,20170324,7,Body language is a very interesting topic and the differences of culture that causes misunderstandings are typical on intercultural communications. But internet is breaking many culture barriers. So how long could it takes to break the difference of body language? English is kind of breaking that and becoming a world common language. That could be very interesting to study about.
67,56,20170324,7,"First of all Arrival is one of the most thought-provoking film in recent years. The film is perfect for interpreting the way communication works, is to find a common ground of both sides. Like Abbott and Costello is using the squid words and Dr. Banks using the whiteboard to communicate. They both tried to let other to understand and come to a common ground where they can finally understand each other and truly exchange informations."
61,56,20170324,7,The most important thing of IoT and smart city is the use of human information. The system has to make use of data collected and turn into some application. Like I saw a simple IoT devices somewhere which is a smart umbrella holder using the weather forecast to remind the user to bring umbrella. It is the weather forecast to make the application possible. So put information to good use could greatly improve our lives and a giant leap towards a true smart city.
2,50,20170322,7,"Amazon Go is surely a very helpful application. It gives us a quicker and freer shopping experience. Modern people are busy with jobs and personal life where they rather spend time relaxing more than shopping. While Amazon Go catches the needs of people and develop this application so that we can shop without going out and reducing checkout time. Moreover, it can predict the things we are interested and gives an even more personal shopping experience to us.However, the privacy is another problem that comes along. As the application can access consumers?? information, if there is hacker, the privacy of customers may not be protected."
48,50,20170322,7,"Thank you for your sharing. Your blog post has reminded me of the phone call fraud problem in Hong Kong. In these years, this problem has become more serious. On average, every one has received at least one of these phone calls. People can access others?? personal information from the Internet. As the above comments have mentioned, one of the most common examples is Facebook. Users have always thought it is a safe platform to share information and feelings. However, Internet is open to people all around the world. It is very easy and convenient to access information in the Internet. Therefore, when we publish our information to the Internet, it is accessible to people all around the world. In the past, I was not aware of this since I thought there is no benefit for people who access my information. However, after different accidents in the society such as the phone call fraud and companies selling customers?? personal data for interest, I started to aware that we should have a higher sense to protect ourselves in the Internet. For example, we should not post any thing personal to the Internet, or at least share in a platform that is not public to everyone. Advanced technology has surely provided us a better life. However, we should also be aware of the safety problem it poses."
48,50,20170322,7,"You have mentioned about the drawbacks of social media on teenagers. First is that the subjective opinions shared may lead to misunderstanding of readers to the corresponding event. Like you have quoted, people share their views on political issues, but their words may not be all right. This may lead the readers to a wrong understanding to the readers. Second, as people can speak freely in the Internet, and it will not cause physical harm. Therefore, people may hurt other people??s feelings when speaking in the Internet. However, despite the drawbacks it draws, I think there are many advantages we can gain from social media. The most important thing is that we should not only rely on one source. Since the Internet may not always be accurate, therefore, we should read more from other sources, so that we can gain a more objective understanding to the issue we are concerned. This can be an advantage to us since we can hear the voices from many perspectives thus gaining a more comprehensive understanding."
69,50,20170322,7,"Thank you for your sharing. You have reminded us how social networks have connected people around the world together and shortened the physical distance between us. I particularly agree that ??social network links people with common interests together??. It reminds me of the small online business that is very popular nowadays. It is especially important to youngsters at our age that share the same interest. People love fashion can start up an online shop in the Instagram. They chose clothes they love and share it via the social network. It then attracts people who have the same taste and may purchase their products. Besides, social network is a great platform to share our interest. For example, some people will post video about singing and dancing on social media. Some even got famous as they gain more and more followers. Therefore, I do agree that social network is very useful when it comes to sharing interest and link people together."
76,50,20170323,7,"Yes, you are right. Online shopping really gives a new sensation of purchasing. It really gives many advantages. To me, the most attractive one is that we don??t need to go out to shop. Instead, we can shop whenever and wherever we want. In traditional shopping, we only visit one place. Even in the busiest place such as Mongkok, we can only visit a few shops at a time. However, in the Internet, we can visit unlimited online shops at one time. The convenience it brings is really a breakthrough.Another advantage I would like to raise is that online shopping has removed the barrier between countries. In the past, we can hardly purchase goods from foreign countries or it is not popular to do so. However, with online shopping, we can easily visit shops from all over the world and have much more choices. Most of the famous shops can allow a low shipping fee, some even provide free shipping."
19,50,20170323,7,"Thank you for your sharing. You have mentioned the use of emoji and I definitely like this way of communication. It is an easy-understanding language. As you have said ??This kind of information can be directly interpreted by us even though no one has explained it to us.?? Emoji is a kind of language that no one needs to learn before using it. Though some may say that emoji sometimes is not easy to understand. Like Kristawwn has mentioned, boys and girls may interpret the emoji differently. However, I think traditional communication, both texted and spoken communication, also poses the same problem. We should not blame the technology communication but the ways of different people communicate. For example, some people are straightforward and we don??t need to guess what he/she actually means while some people like to speak sarcastically. Therefore, only understanding the person well can we fully interpret that he/she means, but not depending on the level of digital communication."
10,50,20170323,7,"Thank you for sharing. I do agree social interactions have good and bad points. As you have mentioned, ??With the aids of social networking, they begun to encourage more interactions from the Internet and thus attracting more readers.?? One good example is Facebook, which is a platform for users to share their views, read pages and news and comment on the issue. With these platforms, we can learn more about the issue from different perspectives. It allows us to understanding the issue more thoroughly. However, the bad point is that the information from these platforms is not always true since they are only opinions from different users. Therefore, as a user of such platforms, we should carefully select reliable source instead of believing all the information from the website. For example, we can do some research of the pages we visit to determine how reliable they are. Also, do not solely believe the comments of users. Instead, treat them as ??opinions?? from different sectors but not a ??fact??."
10,50,20170323,7,"Thank you for your sharing. Sentiment analysis is an important way for manufacturers to determine their product??s popularity and performance. There are several ways for doing so. As you have mentioned, ??By analysing the keywords, such as ??love"", ??best"", ??great""and ??disappointed"", customers?? emotion towards the product can be measured and turn into facts for further business planning.?? This is the simplest method for sentiment analysis, Keyword processing. It is done by categorizing words as ??positive?? and ??negative??. Then, it determines the overall percentage of positive or negative words in a passage.There??s also another way called Natural Language Processing (NLP). The principle is to make the computer understand natural language input and generate natural language output. In order words, computers can get the meaning of human words, as it understands that several words form a phrase, several phrases form a sentence, and sentences express ideas.Though sentiment analysis is really useful for different business and applications, it is not always reliable. Therefore, as ananalyst, we should choose a suitable method carefully so that the result can be more comprehensive and reliable. As a user, we should choose a vendor that treats sentiment analysis seriously and is capable to update their technology regularly.I have also posted a topic related to sentiment analysis, you may have a look if you are interestedJhttps://ierg3320788.wordpress.com/2017/02/24/the-use-of-sentiment-analysis-in-social-media-analysis/"
10,50,20170323,7,"Thank you for your sharing. Online shopping has become more and more popular nowadays. I am also an online buyer and I totally understand the convenience it brings. Online shopping could be one of the most useful developments from the digital world. We no longer have to go out for shopping. Instead, we can shop whenever and wherever we want, using computers or even smartphones. Moreover, the greatest advantage of online shopping is that it removed the barrier between countries. In the past, it is hard for us to purchase products from different countries unless we go travelling or we pay expensive shipping fee. However, as online shopping is more popular now, shipping is cheaper, some online shops even provide free shipping fee. This gives us more choice when shopping and also have a broader horizon when purchasing products we are interested.However, online shopping also poses some risks. For example, some online shops are not mature enough and may have mistakes when sending your products. Some even do not send you any goods. Therefore, before purchasing from online shopping, we should do some research on the company to reduce the chance of being cheated."
4,50,20170323,7,"Thank you for your sharing. Sentiment analysis has undoubtedly raised its importance these years. Recently, there are more and more companies and websites use sentiment analysis to determine the general feedback from customers and users. As you have mentioned, sentiment analysis is used because it can process tons of text documents within seconds, instead of spending hours to collect all the information. So, how exactly does sentiment analysis work? The simplest way is by keyword processing, in which words are categorized as ??positive?? or ??negative??. Then it determines the overall percentage of positive or negative words in a passage. However, the limitation of this method is that it cannot deal with double negatives or double positives.Another method that can be used is natural language processing (NLP). It works by making the computer understand natural language input and generate natural language output. In order words, computers can get the meaning of human words, as it understands that several words form a phrase, several phrases form a sentence, and sentences express ideas. However, its limitation is that it cannot interpret sarcasm and acronyms. It is true that sentiment analysis cannot be completely acurrate as you have mentioned. For now, it is already a breakthrough. However, I believe it still needs to take a long journey to further develop in the future."
54,50,20170323,7,"Yes, you are right, social network really enhances the exchange of information significantly. As you have mentioned, ??post on social network influences people??s thought.?? which I think is absolutely correct. Nowadays, there are many platforms for us to express our feelings and opinions. For example, the most common platform would be Facebook, where we can read news, comment on others?? posts, share posts etc. All these have facilitated the exchange of information and knowledge. However, we have to be careful that not all the information from the Internet is correct. Therefore, we should carefully choose the source of information. For example, choose some reliable pages and do not completely believe strangers?? comments, as these are only opinions but not facts. This kind of communication can allow us to understand an issue with more perspective and also more thoroughly. Besides, the recommendation feature you have mentioned is also very helpful. You remind me of the recommendation feature in YouTube. In the past, we have to click a new video after we have finished watching one. However, with this feature, YouTube can predict what we may be interested and automatically play it for us. I think this idea is really brilliant. Sometimes, I just cannot choose the next video, but with this, I don??t have to spend time scrolling down the sidebar to choose the next video every time."
3,50,20170322,7,"Thank you for sharing. Body language does mean a lot. When people cannot communicate due to different mother-language, body language is important to show your attitude. When you smile and nod, people will know that you are being nice. Body language gives us the first impression of the person we are talking to.However, as you have mentioned, some gestures are not utilized. Therefore, before going to a country using different language, we should not only learn some basic local language, but also learn a little body language of that country to prevent being rude. My parents have similar experience when they visit the UK. My mum wanted to pay bill after meal, she clicked her finger in the air to call the waiter. However, in UK this action is rude and the waiter was angry and complained she should not do this.Therefore, we can see that body language is important and we should really learn more of it especially when we visit another country to avoid embarrassment."
69,50,20170322,7,"Thank you for your sharing. I do agree that UX design becomes a crucial element when it comes to communication.Last semester, I have taken a course that requires us to make a game using UX design. This is the first time I think the course is interesting because a good design can make the whole project looks more professional and user-friendlier. In reality, a good UX design really helps a lot especially to those not familiar to computers and the digital. Take my parents as an example, my mum is not familiar with smart phones. Among all the functions, she can only use about half of them or even less. However, when smartphone user interface becomes more developed, she started to use it well. I do believe this is strongly related to the better UX design. For example, when she wants to change the keyboard settings, she can easily find it by the help of the icons. This has to give thanks to UX designer who understands the needs of users and create ways to let users to learn easier."
62,50,20170322,7,"Thanks for your sharing. Facebook is now a very popular social media where almost every user will visit it at least once a day. One of the reasons that make Facebook this popular is because it keeps us updated from our friends and a large variety of information from the society. There are many pages in Facebook and it is hard to find one we are really interested in. Therefore, the news feed algorithm is important to keep the users interested about Facebook and the information it provided. It is a good point to mention the five characteristics that may make a fan page easier to appear in the user??s news feed. I believe this algorithm will be useful even in other fields. For example, online shopping may include a recommendation. The algorithm will help develop this ??hope you will like?? list. For example, ??Similarity of the user??s post?? may be useful to predict what a buyer may be interested in."
23,50,20170324,7,"Yes, you are right. As you have mentioned, ??Whenever we search or download something, our actions will be stored as information, as data. These data can be analyzed into some other useful materials.?? This kind of information has allowed us to find out what people really needs. For example, we develop recommendation list and sentiment analysis, these are all related to human information interaction. These statistics have allowed us to understand the need of people and what they want. As an engineering student, this is important because we develop new things base on the need of the society. Therefore, human information interaction is important to us."
43,50,20170324,7,"Thank you for your sharing. You are right that social media such as Facebook and Instagram can allow us to have interactions with our friends and the society. Though the information we attain from these platforms does not completely reflect the status of our friends, it is still a good way for us to know where they are up to. We have limited time to date everyone we know, but social media can allow have a quick view at our friends?? life. Sometimes, it is a way for us to contact friends that we have not chatted for a long time. Though it cannot promote intimate friendship, it can at least keep us in touch."
53,50,20170324,7,"Yes, you are right. Human information interaction is important especially when we study information engineering where we focus on the exchange of information, both machine-to-machine and machine-to-humans. Nowadays, social media becomes more popular than ever. With better development of HII, we can improve our communication, where we can use machines to express our feelings and views more precisely. For example, the use of emoji and the recommendation list in many websites can help improve communication. These are all related to human information interaction. As an engineering student, it is important for us to understand to needs of this generation and develop software and applications than really suits the needs of people."
74,72,20170323,7,"As an information engineering student, I definitely need to design iterative system interface and the related devices. Therefore, it is important for information engineering students to study HII!Apart from the bookshelf system, I want to use amazon as an example. When you type in the key words, it will show the popular items first. Actually, it is just like what the supermarket did, the supermarket will put the products which is promoting or popular in the front and same as average eye-level of human in a market shelf. Therefore, it is really information-centric matter involved HII and information is all around us!"
74,72,20170323,7,"I think everyone has the same experience seeing those ??Recommended videos??, ??Recommended products?? etc. Some of them are useful as it can provide further choices for me and similar types of the products or videos. However, some of it is not appropriate for me. Using the example you have mentioned, you watched videos on youtube, the system will show the ??Recommended videos?? on the home page. However, most of the videos suggested are those popular but the content may not be relevant. For my experience, I watched the YouTuber ??A?? but ??Recommended videos?? showed me about the YouTuber ??B?? ??C?? ??D?? or others. I doubt that whether they have profit when promoting them. So, Recommendation Systems is probably using as a profit gaining tools by selling our information and helping others to promote to us!"
74,72,20170323,7,"Right! Being a software engineer, our responsibility is designing software products for public to use it. Therefore, it is necessary for us to have good UX design especially considering the affordance and satisficing of it, such that users can use it easily. From my opinion, I think there are four elements of designing. (1) value, having the high value can raise the interest of the target users. (2) usability, if it is a website, it should be well constructed, displaying different functions in different pages. (3) adoptablity, it means it can supported by various different. For example, the apps can be downloaded in Android or IOS. (4) desirability, the interface of product should be simple and secrue."
74,72,20170323,7,"The various form of information including physical, semantic and digital is actually representing the same thing. We use different form of information in different cases. For physical information, it is used in the physical world. You can tell the taxi driver about the street location when you do not know the semantic and digital information. Therefore, it can be used to communicate between human to human and more specific. For semantic information, we focus on the relationship between the signifiers and denotations. A hill called ??Lion Rock?? because the shape of the hill is similar with a lion. We use it in a common way. For digital information, it is mostly in human ?C computer interaction because only the computer can read in most of the cases. Moreover, each of the form of information cannot replace each other since they both have an unique function!"
50,72,20170323,7,"Human Information Interaction can be examined by using systems-based approaches. In 2012, Dr. Raya Fidel suggest HII should fulfill the following conditions. First, the HII research used in particular field aims at improving the interaction between human and information. Second, we should study the particular field by using a holistic approach. Therefore, we can have a deep understanding. Lastly, the information systems should have a purpose to helping users. For example, Google scholar search can provide different resources in academic aspect.As a result, just like what you have mentioned, HII can help us to improve system and alleviate the communication problems!"
50,72,20170323,7,"As an university student, I tired all of the learning ways that you have mentioned. I want to share my point of view on the limitation. Limitations of (1) One-to-many: The stand of the author will affect the content of the information provided. If we read it, we should determine whether it is biased opinion or not. (2) Many-to-many: The accuracy of the information may not be correct and the points may not be detailed enough. (3) One-to-one: The time of waiting reply can be very long compared toMany-to-many.For my suggestion, I prefer using the way of one-to-many first. The main reason is we can acquire correct information in a very short time. Moreover, you can compare different scholar resources that found on the Internet!"
50,72,20170324,7,"I second your views. You implied that Sentiment Analysis only have 50-60% accuracy. In fact, Sentiment Analysis cannot be applied in to comparison sentences. When we say ??Apple is better than Samsung??, which is neither positive or negative. Therefore, the complex linguistics structure is a barrier of applying Sentiment Analysis.To tackle the low accuracy problem, I have 2 suggestions on it. First, we should focus on the particular field. The depth of understanding can affect the accuracy of Sentiment Analysis. If the topic is specified enough, Sentiment Analysis can have a precise result. Second, using n-gram but do not use Unigram. With more words inside the n-gram, Sentiment Analysis have a lower chance of misunderstanding."
50,72,20170324,7,"Nowadays, education and digital environment are closely related. It is no doubt that ??digital learning will accelerate the responsiveness of learning and provide a more personalised learning??. However, every coin has two sides. Let me talk about the drawbacks of Machine Learning in Education. (1) The concentration of learner will be lower. We all have an experience of using Mobile learning but we can ask ourselves how much time is really focusing on it. When a notification of Whatsapp pops up, we mostly click it and already distracted by it, (2) Fast learning process without deep understanding. Just like what you have mentioned, we can learn anytime and anywhere in digital environment. Then, we can get our desired answer or solution without out thoughtful thinking. At the end, it becomes feeding method too if learner do not understand what they have abstracted on the Internet."
38,46,20170324,7,"HI, Cici! After reading your post I feel satisfied as I have learnt more about the algorithms of recommendation system. Actually, I have learnt about something called ??Chi-square Goodness-of-fit?? test which checks whether a set of data fulfill a particular distribution. Which filter all the negative results. I think the algorithm you mentioned may be based on the study of statistics. But what I want to raise is: Which factor is more considerable? Accuracy or efficiency? This a big problem because big data is sometime rejecting the algorithms based on study of statistics. I have read a book called ??Big Data: A Revolution That Will Transform How We Live, Work, and Think??, which inspired me to think about the above question. In the new era, we have much powerful computing power to manage data. Many algorithms didn??t work because the computing power could not afford that, but things change when our computer becomes much powerful. The book I have read states that data scientist would rather abandon little accuracy to obtain better efficiency or to run a much complex algorithm. I believe this is the main trend in this era, since I have taken a course about web scale analysis (big data algorithms) and all those algorithms taught emphasized the saving to resource and efficiency. I recommend you to read the book I mentioned. Many books tell the story of Big Data, but most of them only tell a side of it. But this book is almost the best one I??ve read."
41,46,20170324,7,"I think the review you??re made is interesting, as you mentioned the events in Umbrella Movement as examples. I feel that I have enlarged my understanding to the content of lectures, as your examples are clear and easy to comprehend. Your simple examples have reduce my cognitive load, so I can easily turn my cognition to epistemic cognition."
73,46,20170324,7,"Although I disagree with you opinions, I still think that what you have mentioned were quite interesting. I agree that Information can be a kind of energy since I treat it as a kind of Metaphysical ??energy??. In other words, it is not the normally mentioned, physical energy. For instance, we use the word ??energy?? to states the motivations that stimulate us, such motivation is a kind of emotional energy. It won??t comply with the law of conservation of energy. However, we still call it ??energy??, as it motivate us to follow our desires, it provide us passion and the will to live. Hence, information energy is just something similar, a metaphor."
37,46,20170324,7,"Hi LuiYan! Your post seems so interesting, since you mentioned a example which involve yourself. There is no doubt that social media delivery messages and wisdoms. And it actually plays the role of monitor of society very well, since messages can widely-spread in a short period. Hence righteousness get protected in a minimum state: almost everyone can be informed by social media. However, social media can be an evil power if the majority of users don??t have enough wisdom to recognize the right and truth."
71,46,20170325,7,"Hi, Travor! Your post tells something, but you may tell more and add some image to explain what the ??Four Graphs?? are. Actually, I agree that the current stage may not enable us to predict human behavior in a high level of accuracy, but it is perhaps a few steps away. Amazing can analyze your behavior pattern of shopping, then sent you the coupons or inform you the discount of products which Amazing ??thinks?? you are interested. By this recommendation system, it is proved that computer can predict whether one is pregnant or not. There was a case that Amazing ??recognized?? a user was pregnant and sent her some coupons of infant product. However, her parents was angry for that and would like to raise a complaint, but Amazing was proved right when her parents finally knew the truth. It is proved that computer may have better insight then human and make better decision. So do you still think that it is ??impossible?? for computer to predict human behavior at the current stage? Or should we say it is ??almost capable?? to do that? I just want to raise a question to let you think more as I think you may not have a full picture of what you see. Perhaps there are some human properties computer may never gain, but human is not that special actually!"
5,46,20170325,7,"Hi, Edward! I think the examples you mentioned is quite suitable to the lecture, but I am looking for more explanations, such as how ??wisely?? should the policy force be? I feel quite not satisfied, as the details I want to know are not mentioned. And perhaps you should add some other examples to compare with, for instance, you may mention how other nation??s police force would handle the relation between citizens and themselves with social media."
23,46,20170325,7,"Hi, Maggie! After reading your post, I think that recommendation system can much powerful then just input and output. If computer can recommend us products that we are interested, or design that we may not think of, I am sure that it is capable to predict our behavior by analyzing our previous preference. For example, by analyzing the previous data, recommendation system can predict where and when will be criminals. This function is already applied in America, and it works well."
70,46,20170325,7,"Hi, Ken! I think that you can mention more examples and provide more explanations as what you said may not be adequate. How contextual computing works in our daily life? How is the theory applied? We all know that YouTube can recommend videos with our interest, and Facebook will offer advertisement that we are interested, but perhaps we would like know to more detail of the system or concepts."
5,46,20170325,7,"I think the issue you raised is quite interesting, as the public seldom discuss that -- elderly product. As more and more cities facing the elderly problem, elderly product and service would be a great topic in future ten years. There will be an increasing potential in this area. I think social media take important role, as the easiest way to discover elderly customers is social media. Social media can identify a group of targets by linking the elderly together. Since the elderly prefer not to discover new items, we should invite them to come into the active customer group by introducing more and more elderly to them. I believe the same age group can influence the elderly easier, so social media makes the best effort to do that."
70,46,20170325,7,"I think you have raised a great topic: Robotics. But I don??t see any significant theory or explanation of ??how to make robot think, understand the environment, learning and true brain used reactions??. Anyway, I think we should know the process of brain, at least we should how memory works so that we can study how ??human learn??, in order to apply the theory from human to robots. I think the lectures that mentioned the signifier and signified are very useful, as it tells the basis of human learning and understanding process. However, I think the lecture notes are in a bad organization, as it is not convenient to read and understand."
71,46,20170325,7,"I think the concept of VR you mentioned is interesting as you mentioned some examples that impacts me. The physical body in tiny classroom, the experience of being in Atlantic Ocean. These are very valuable concepts, as we may turn it into a big market, there will be big potential if we extent the VR with various kinds of sensors and program. For example, we may want to apply this technology to make a film, so that we can watch a film in our home where we can experience the environment of cinema. This make benefits as we can reduce the place for cinema and enable more customer in a time."
37,46,20170325,7,"Wow! I just love your articles as what you mentioned are full of wisdom, you are somehow the rate one in people as you can understand what the lecture notes really want to tell (although the lecture notes are not organized and difficult to understand), and the level of it. Yes, it is some philosophical stuff that normal human would have no idea what is talking about. I believe there are many preface should be mentioned in the lecture, such as the four main process of memory. These lectures are actually looking at the consciousness of human: how human think in their mind. Actually I have mentioned and explain many details about it in my blog post as well, you may want to have a look what I wrote. (https://roastyourownbean.wordpress.com/2017/03/21/blog-post-3/) Knowledge is totally link with the process of memory, knowing this may implies that we can understand the generation of knowledge and may start to apply on computers."
